STT_NAAM,AUTO,WKT_LAT_LNG,number
Amsteldijk,plus,"52.34965 4.909863,52.348848 4.910162,52.348644 4.910282,52.348548 4.910364",1536
Basisweg,plus,"52.391625 4.839161,52.391646 4.84077",1537
Meer en Vaart,plus,"52.35835 4.80832,52.356652 4.809248",1538
Basisweg,plus,"52.39159 4.836324,52.391613 4.837352,52.391625 4.839161",1539
Muiderlaan,plus,"52.347443 5.015205,52.348324 5.014458,52.348943 5.01394",1540
President Kennedylaan,plus,"52.340395 4.907566,52.34053 4.90852,52.340561 4.909082",1541
Cornelis Lelylaan,plus,"52.357975 4.848718,52.357968 4.850276",1542
Amsteldijk,plus,"52.344797 4.912466,52.34442 4.912602,52.344214 4.912707,52.343775 4.912961",1543
Amsteldijk,plus,"52.353199 4.907591,52.353163 4.907636,52.35276 4.908022,52.352429 4.908275",1544
Amsteldijk,plus,"52.346423 4.91192,52.346539 4.911875,52.346611 4.911948",1545
Meer en Vaart,plus,"52.358471 4.808022,52.358313 4.808107",1546
Basisweg,plus,"52.392012 4.836304,52.391919 4.837598,52.391867 4.838699,52.391842 4.838955,52.391846 4.839707,52.391867 4.840746",1547
Muntbergweg,plus,"52.302036 4.944865,52.301984 4.944913",1548
Kamperfoelieweg,hoofd,"52.403116 4.912121,52.403244 4.912132",1549
Basisweg,plus,"52.392557 4.812341,52.39231 4.813029,52.391819 4.814598,52.391726 4.815034,52.391634 4.815794,52.391565 4.816485,52.391343 4.818214,52.391326 4.818464",1550
Cornelis Lelylaan,plus,"52.357765 4.843085,52.357804 4.843356,52.357891 4.843882,52.357918 4.844209,52.357922 4.844663,52.357926 4.846062,52.357952 4.846662",1551
Cornelis Lelylaan,plus,"52.357952 4.846662,52.357977 4.848206,52.357975 4.848718",1552
Meer en Vaart,plus,"52.356372 4.809163,52.356195 4.809249",1553
Meer en Vaart,plus,"52.360695 4.807097,52.36057 4.807172",1554
Basisweg,plus,"52.395168 4.808263,52.395002 4.808453",1555
Amsteldijk,plus,"52.357957 4.904125,52.357319 4.904432",1556
Amsteldijk,plus,"52.346611 4.911948,52.346539 4.912051,52.346442 4.912083",1557
President Kennedylaan,plus,"52.340836 4.893716,52.340938 4.893025,52.340977 4.892674,52.34101 4.892603,52.341049 4.892577,52.341094 4.892564",1558
Amsteldijk,plus,"52.354192 4.906524,52.353199 4.907591",1559
President Kennedylaan,plus,"52.340719 4.892801,52.34071 4.893114,52.3407 4.89361,52.340702 4.89405,52.340715 4.894417,52.340538 4.897418",1560
Meer en Vaart,plus,"52.356652 4.809248,52.356411 4.80938",1561
Muntbergweg,plus,"52.29863 4.94798,52.298522 4.94807",1562
Basisweg,plus,"52.391867 4.840746,52.391863 4.840963",1563
Muntbergweg,plus,"52.300672 4.946113,52.300583 4.946202",1564
Cornelis Lelylaan,plus,"52.356411 4.80938,52.356736 4.810945,52.356786 4.811352,52.356792 4.811539,52.356805 4.811666,52.356918 4.812255,52.357443 4.814905,52.357591 4.815784,52.357657 4.816223,52.357742 4.817088,52.357772 4.817748,52.357805 4.818601",1565
Cornelis Lelylaan,plus,"52.357757 4.832986,52.35773 4.83308,52.357682 4.833313,52.357669 4.833448,52.357667 4.83352,52.357679 4.834864,52.357685 4.834948,52.357697 4.835053,52.35772 4.835174,52.357791 4.835478,52.357809 4.835589,52.357818 4.83568,52.357822 4.835792,52.357843 4.83829",1566
Meer en Vaart,plus,"52.36057 4.807172,52.358517 4.808227",1567
Muntbergweg,plus,"52.302026 4.945057,52.300718 4.946245",1568
Amsteldijk,plus,"52.351238 4.909077,52.350865 4.909292,52.350461 4.909504,52.350037 4.909702",1569
Meer en Vaart,plus,"52.356411 4.80938,52.356123 4.809536",1570
President Kennedylaan,plus,"52.340373 4.907386,52.340395 4.907566",1571
Cornelis Lelylaan,plus,"52.358031 4.838502,52.358037 4.839774",1572
Basisweg,plus,"52.391646 4.84077,52.391637 4.840966",1573
Muiderlaan,plus,"52.348943 5.01394,52.349054 5.013838,52.349557 5.013413,52.351915 5.011453,52.352157 5.011261,52.352251 5.011152,52.352313 5.011024,52.352375 5.010782",1574
Amsteldijk,plus,"52.355921 4.905096,52.355894 4.905111,52.355402 4.905483",1575
Meer en Vaart,plus,"52.356195 4.809249,52.356155 4.80933,52.356137 4.809391,52.356123 4.809536",1576
President Kennedylaan,plus,"52.340275 4.907559,52.340299 4.907678",1577
Kamperfoelieweg,hoofd,"52.402186 4.911029,52.402231 4.911073,52.402511 4.911305,52.403106 4.911842,52.403169 4.911944",1578
Amsteldijk,plus,"52.354998 4.90581,52.354595 4.906152",1579
Meer en Vaart,plus,"52.358313 4.808107,52.356684 4.809012",1580
Cornelis Lelylaan,plus,"52.358033 4.83309,52.358089 4.833412,52.358095 4.833475,52.3581 4.833632,52.358107 4.834678,52.358104 4.83491,52.358095 4.835018,52.358071 4.835156,52.358017 4.835374,52.358003 4.8355,52.357997 4.835649,52.358009 4.836821,52.358031 4.838502",1581
Gooiseweg,plus,"52.31037 4.96913,52.308482 4.970845,52.308357 4.970964",1582
Gooiseweg,plus,"52.312279 4.966972,52.312932 4.966416,52.31307 4.966339,52.313569 4.966136,52.313806 4.966009",1583
Gooiseweg,plus,"52.316931 4.963316,52.313851 4.966126",1584
Kattenburgerstraat,plus,"52.372888 4.918887,52.374093 4.920626,52.374193 4.920742,52.374301 4.920829,52.374355 4.920858,52.374805 4.921044",1585
Gooiseweg,plus,"52.313806 4.966009,52.312836 4.966889,52.312191 4.967467,52.312102 4.967541,52.31037 4.96913",1586
Gooiseweg,plus,"52.308357 4.970964,52.308285 4.971038,52.308043 4.97126,52.307613 4.971645",1587
Gooiseweg,plus,"52.311698 4.96645,52.311747 4.966738,52.3118 4.966943,52.311859 4.967123,52.311875 4.967228,52.311864 4.9673,52.311818 4.967371,52.311587 4.967611",1588
2e Hugo de Grootstraat,plus,"52.374988 4.871407,52.374907 4.87176",1589
2e Hugo de Grootstraat,plus,"52.375344 4.870055,52.375054 4.871118",1590
Kattenburgerstraat,plus,"52.3762420 4.9216620,52.3766920 4.9184040",1591
Gooiseweg,plus,"52.317509 4.962621,52.313806 4.966009",1592
Gooiseweg,plus,"52.34846 4.920352,52.348728 4.922345,52.348756 4.92258,52.348766 4.922814,52.348767 4.923093,52.34875 4.923387,52.348733 4.923592,52.348716 4.923725,52.348689 4.923872,52.348636 4.924122,52.348583 4.924343,52.348521 4.924534,52.348432 4.924755,52.348298 4.925035,52.3482 4.925198,52.346609 4.927548,52.343124 4.93269,52.340648 4.936325,52.338468 4.939605",1593
Kattenburgerstraat,plus,"52.371674 4.916551,52.371755 4.916819,52.372012 4.91741,52.372888 4.918887",1594
2e Hugo de Grootstraat,plus,"52.374384 4.873977,52.374191 4.874764,52.374147 4.875044",1595
Gooiseweg,hoofd,"52.31833 4.961153,52.318297 4.961238,52.318293 4.961354,52.318324 4.961439",1596
Gooiseweg,plus,"52.312279 4.966972,52.31227 4.967008,52.312064 4.96721",1597
WILLEMSBRUG 0151,plus,"52.385005 4.881367,52.38497 4.881544",1598
Gooiseweg,plus,"52.31194 4.966858,52.311999 4.966972,52.312054 4.967065,52.312107 4.967077,52.312165 4.967069,52.312279 4.966972",1599
Gooiseweg,plus,"52.320478 4.960114,52.316931 4.963316",1600
Holterbergweg,plus,"52.313492 4.935193,52.313394 4.935297",1601
Gooiseweg,plus,"52.311955 4.968336,52.311526 4.968736,52.31141 4.968831,52.311229 4.968941,52.311085 4.968998,52.310884 4.969049,52.310732 4.969132,52.310545 4.969247,52.310404 4.969288",1602
Gooiseweg,plus,"52.31232 4.967935,52.312536 4.967759,52.312571 4.967767",1603
Gooiseweg,plus,"52.320135 4.960219,52.319385 4.960902",1604
Gooiseweg,plus,"52.313851 4.966126,52.312846 4.96708,52.312246 4.967628,52.312156 4.967717,52.310404 4.969288",1605
Holterbergweg,plus,"52.313547 4.935354,52.31345 4.935426",1606
Gooiseweg,plus,"52.348375 4.919384,52.348395 4.919795,52.34846 4.920352",1607
Gooiseweg,plus,"52.348231 4.919459,52.348314 4.919957,52.348407 4.92069",1608
Kattenburgerstraat,plus,"52.376242 4.921662,52.376323 4.921696",1609
Holterbergweg,plus,"52.31345 4.935426,52.313189 4.93568,52.312633 4.936199",1610
Gooiseweg,plus,"52.312234 4.968037,52.311992 4.968268,52.311955 4.968336",1611
2e Hugo de Grootstraat,plus,"52.375054 4.871118,52.374988 4.871407",1612
Gooiseweg,plus,"52.338234 4.939593,52.338064 4.939888,52.337217 4.94151,52.337145 4.941658,52.337003 4.941923,52.336407 4.943063",1613
Kattenburgerstraat,plus,"52.371526 4.916127,52.371674 4.916551",1614
Kattenburgerstraat,plus,"52.374805 4.921044,52.375156 4.921202,52.375426 4.921317",1615
Gooiseweg,plus,"52.348407 4.92069,52.348629 4.922375,52.348667 4.92283,52.348668 4.923094,52.348651 4.923373,52.348625 4.923623,52.34859 4.923829,52.348537 4.924064,52.348484 4.92427,52.348431 4.924447,52.348351 4.924653,52.348217 4.924919,52.348128 4.925081,52.346546 4.927416,52.344794 4.929988,52.343043 4.932544,52.340603 4.936135,52.338341 4.939401",1616
2e Hugo de Grootstraat,plus,"52.374836 4.87204,52.374733 4.872463",1617
Gooiseweg,plus,"52.319385 4.960902,52.317509 4.962621",1618
Gooiseweg,plus,"52.32403 4.956687,52.32373 4.956973,52.321821 4.958679,52.321042 4.95939,52.320639 4.959746,52.320135 4.960219",1619
Holterbergweg,plus,"52.313394 4.935297,52.312614 4.935964",1620
Gooiseweg,hoofd,"52.318628 4.9623,52.318659 4.962346,52.318701 4.962378,52.31875 4.96237",1621
Gooiseweg,plus,"52.310404 4.969288,52.308635 4.970873,52.308393 4.971096",1622
Gooiseweg,plus,"52.311978 4.96728,52.311634 4.967599,52.311587 4.967611",1623
Gooiseweg,plus,"52.308393 4.971096,52.307659 4.971762",1624
Gooiseweg,plus,"52.338361 4.939782,52.338155 4.940136,52.337397 4.94164,52.337227 4.94195,52.336977 4.942393,52.336495 4.943274",1625
Gooiseweg,plus,"52.338341 4.939401,52.338279 4.939504,52.338234 4.939593",1626
Holterbergweg,plus,"52.320228 4.929272,52.320166 4.929317,52.319879 4.929584,52.319655 4.929821,52.318321 4.931052,52.318053 4.931421",1627
2e Hugo de Grootstraat,plus,"52.374907 4.87176,52.374836 4.87204",1628
Holterbergweg,plus,"52.317067 4.932238,52.316825 4.932372,52.316197 4.932775,52.31583 4.933072,52.315543 4.93328,52.313492 4.935193",1629
Holterbergweg,plus,"52.318053 4.931421,52.317963 4.931452,52.317614 4.931836,52.317318 4.932089,52.317067 4.932238",1630
Gooiseweg,plus,"52.324075 4.956821,52.323856 4.957031,52.323775 4.95709,52.323103 4.957713,52.322646 4.958113,52.321338 4.959299,52.321096 4.959522,52.320478 4.960114",1631
Holterbergweg,plus,"52.317086 4.932399,52.316808 4.932578,52.316449 4.932787,52.315732 4.933352,52.315347 4.933722,52.314344 4.934642,52.313735 4.93519,52.31369 4.935235,52.313547 4.935354",1632
2e Hugo de Grootstraat,plus,"52.374596 4.873042,52.374384 4.873977",1633
Gooiseweg,plus,"52.311587 4.967611,52.311338 4.967852,52.31118 4.967994,52.310888 4.968398,52.310687 4.968732,52.310411 4.969043,52.31037 4.96913",1634
WILLEMSBRUG 0151,plus,"52.385125 4.881326,52.385063 4.88161",1635
Gooiseweg,plus,"52.313851 4.966126,52.313693 4.966343,52.313515 4.966535,52.313395 4.966699,52.313176 4.967091,52.312993 4.967353,52.312571 4.967767",1636
Gooiseweg,plus,"52.338468 4.939605,52.338361 4.939782",1637
Holterbergweg,plus,"52.318053 4.931421,52.318044 4.931553,52.317776 4.931908,52.317633 4.932056,52.317319 4.932265,52.317086 4.932399",1638
Molukkenstraat,hoofd,"52.360059 4.940298,52.359098 4.94066",1639
Osdorper Ban,plus,"52.359384 4.780751,52.359411 4.780781,52.359441 4.780797,52.35949 4.780795,52.359532 4.780771,52.359569 4.780735,52.359602 4.780664",1640
Osdorper Ban,plus,"52.359563 4.780365,52.359509 4.780328,52.359445 4.78033,52.359406 4.78035,52.35938 4.780379,52.35936 4.78041",1641
Molukkenstraat,hoofd,"52.3585870 4.9408560,52.3586300 4.9408390",1642
Flierbosdreef,hoofd,"52.316221 4.955038,52.316267 4.95516",1643
Molukkenstraat,hoofd,"52.358146 4.941023,52.358246 4.940991",1644
Molukkenstraat,hoofd,"52.358587 4.940856,52.358246 4.940991",1645
Molukkenstraat,hoofd,"52.357959 4.941082,52.358146 4.941023",1646
Molukkenstraat,hoofd,"52.359098 4.94066,52.35863 4.940839",1647
Molukkenstraat,hoofd,"52.356263 4.939584,52.356634 4.940082,52.356986 4.940461,52.357238 4.940708,52.357473 4.940925,52.357635 4.941027,52.357797 4.941069,52.357959 4.941082",1648
Osdorper Ban,plus,"52.359886 4.788934,52.359841 4.788964,52.359823 4.788993,52.359805 4.789067,52.359806 4.789111,52.359815 4.789155",1649
Osdorper Ban,plus,"52.360012 4.789064,52.360012 4.789108,52.360004 4.789167,52.359995 4.789197,52.359977 4.789226,52.35995 4.789256",1650
Molukkenstraat,hoofd,"52.361497 4.939793,52.360059 4.940298",1651
Stadhouderskade,plus,"52.358532 4.889026,52.358435 4.889204,52.358332 4.889461,52.358247 4.889704,52.358177 4.889951,52.358123 4.890171,52.358073 4.89044,52.358034 4.890709,52.358031 4.890834",1652
Noordzeeweg,plus,"52.395154 4.807935,52.395241 4.808181",1653
Stadhouderskade,plus,"52.363774 4.878746,52.363748 4.878922,52.363659 4.879129,52.363525 4.879351,52.362972 4.880185",1654
Bos en Lommerweg,hoofd,"52.384038 4.855468,52.382393 4.855517",1655
Noordzeeweg,plus,"52.394146 4.802784,52.394014 4.803105,52.393941 4.803691,52.393908 4.804045,52.393896 4.804332,52.393894 4.804596,52.39393 4.80496,52.393967 4.805246,52.39434 4.806217,52.394495 4.806641,52.394613 4.806933,52.395043 4.807957",1656
Bos en Lommerweg,hoofd,"52.379157 4.851723,52.379197 4.851925,52.379258 4.852124,52.379423 4.852528,52.379794 4.853111,52.380382 4.853999,52.380618 4.854349,52.380645 4.854496",1657
Stadhouderskade,plus,"52.360569 4.885961,52.36015 4.886759",1658
Stadhouderskade,plus,"52.362686 4.880495,52.362824 4.880348",1659
Noordzeeweg,plus,"52.395043 4.807957,52.395168 4.808263",1660
Bos en Lommerweg,hoofd,"52.382393 4.855517,52.382196 4.85552",1661
Panamalaan,plus,"52.368873 4.933809,52.369293 4.933923",1662
Bos en Lommerweg,hoofd,"52.384038 4.855468,52.384532 4.855462",1663
Stadhouderskade,plus,"52.358031 4.890834,52.358039 4.891174,52.357917 4.892861",1664
Bos en Lommerweg,hoofd,"52.378114 4.847374,52.378182 4.847576,52.37832 4.848204,52.378434 4.848846,52.3785 4.849121,52.378907 4.85113,52.379031 4.851766",1665
Stadhouderskade,plus,"52.362972 4.880185,52.362824 4.880348",1666
Panamalaan,plus,"52.366864 4.933769,52.367439 4.933719,52.367511 4.933718",1667
Stadhouderskade,plus,"52.36188 4.881351,52.361736 4.881742",1668
Stadhouderskade,plus,"52.36239 4.880785,52.362184 4.88101,52.362041 4.881276,52.361961 4.881438,52.361833 4.881851",1669
Panamalaan,plus,"52.366865 4.933886,52.366353 4.933892,52.366281 4.933878,52.366217 4.933805",1670
Stadhouderskade,plus,"52.361736 4.881742,52.361649 4.882,52.361634 4.882185,52.361654 4.882292",1671
Bos en Lommerweg,hoofd,"52.380745 4.854656,52.381134 4.855356",1672
GalileÃ¯plantsoen,hoofd,"52.352057 4.937193,52.352419 4.93785",1673
Panamalaan,plus,"52.366262 4.933702,52.366334 4.933774,52.366442 4.933788,52.366694 4.933785,52.366864 4.933769",1674
Bos en Lommerweg,hoofd,"52.379719 4.853198,52.38003 4.853695",1675
Panamalaan,plus,"52.368873 4.933809,52.368696 4.93373,52.368469 4.933691",1676
Panamalaan,plus,"52.372406 4.933737,52.372243 4.933714,52.371857 4.933941,52.371675 4.934011,52.37149 4.934056,52.371228 4.93409,52.371104 4.934163",1677
Panamalaan,plus,"52.367511 4.933718,52.368469 4.933691",1678
Bos en Lommerweg,hoofd,"52.38003 4.853695,52.380121 4.853856,52.380515 4.854503,52.380645 4.854496",1679
Panamalaan,plus,"52.368476 4.933838,52.368873 4.933809",1680
Stadhouderskade,plus,"52.357596 4.898437,52.357721 4.899159,52.357803 4.899292",1681
Bos en Lommerweg,hoofd,"52.381333 4.85553,52.381747 4.855584",1682
Noordzeeweg,plus,"52.3953 4.808484,52.395277 4.808564,52.395235 4.808648,52.395198 4.80874",1683
Noordzeeweg,plus,"52.395043 4.807957,52.395058 4.808107,52.395057 4.808245,52.395031 4.808369,52.395002 4.808453",1684
Panamalaan,plus,"52.369293 4.933923,52.369571 4.934091,52.369869 4.934196,52.370254 4.934234,52.370435 4.934232,52.370983 4.934257,52.371104 4.934163",1685
Bos en Lommerweg,hoofd,"52.378426 4.839951,52.378241 4.841126",1686
Bos en Lommerweg,hoofd,"52.379274 4.8525,52.379288 4.852529,52.379476 4.852822",1687
Stadhouderskade,plus,"52.361654 4.882292,52.361681 4.882526,52.361682 4.883161,52.361669 4.883432,52.361645 4.883641,52.361603 4.88385,52.361541 4.884042,52.361452 4.884248,52.3613 4.884543",1688
Bos en Lommerweg,hoofd,"52.378705 4.83904,52.37855 4.840014",1689
Noordzeeweg,plus,"52.394146 4.802784,52.394175 4.803153,52.394116 4.803593,52.394037 4.80438,52.39406 4.804801,52.394109 4.805093,52.39421 4.805478,52.394448 4.806098,52.394566 4.80642,52.394593 4.806507,52.394848 4.80715,52.395003 4.807501,52.395154 4.807935",1690
Stadhouderskade,plus,"52.361833 4.881851,52.361766 4.882072,52.361654 4.882292",1691
Stadhouderskade,plus,"52.358343 4.901796,52.358701 4.903511,52.358684 4.903803",1692
Stadhouderskade,plus,"52.359364 4.887964,52.359045 4.888301,52.358903 4.888467,52.358758 4.88869,52.358532 4.889026",1693
Stadhouderskade,plus,"52.362637 4.880327,52.362351 4.880644",1694
Stadhouderskade,plus,"52.357639 4.897898,52.357661 4.898053,52.357676 4.898354,52.357805 4.899058,52.357803 4.899292",1695
Bos en Lommerweg,hoofd,"52.378365 4.841172,52.378312 4.841497,52.378225 4.8421,52.378217 4.842306",1696
Panamalaan,plus,"52.369293 4.933923,52.369688 4.934041,52.369909 4.9341,52.370435 4.934102,52.370985 4.934091,52.371104 4.934163",1697
Bos en Lommerweg,hoofd,"52.378985 4.837302,52.378705 4.83904",1698
Panamalaan,plus,"52.367512 4.93385,52.368476 4.933838",1699
Bos en Lommerweg,hoofd,"52.379031 4.851766,52.379077 4.851984,52.379125 4.852135,52.37917 4.852266,52.379216 4.852383,52.379274 4.8525",1700
Stadhouderskade,plus,"52.362351 4.880644,52.361942 4.881218,52.36188 4.881351",1701
Panamalaan,plus,"52.367512 4.93385,52.367099 4.933884,52.366865 4.933886",1702
Stadhouderskade,plus,"52.357639 4.897898,52.357612 4.898018,52.35759 4.898337,52.357596 4.898437",1703
Stadhouderskade,plus,"52.357803 4.899292,52.358343 4.901796",1704
De passage,hoofd,"52.311728 4.94159,52.31163 4.941679",1705
Panamalaan,plus,"52.372406 4.933737,52.37228 4.933932,52.371913 4.934112,52.371708 4.934179,52.371548 4.934213,52.371225 4.934238,52.371104 4.934163",1706
Stadhouderskade,plus,"52.362686 4.880495,52.36239 4.880785",1707
GalileÃ¯plantsoen,hoofd,"52.353324 4.939397,52.353486 4.939674",1708
Noordzeeweg,plus,"52.395241 4.808181,52.395283 4.808276,52.395296 4.808357,52.395302 4.808423,52.3953 4.808484",1709
GalileÃ¯plantsoen,hoofd,"52.353206 4.939192,52.353324 4.939397",1710
Bos en Lommerweg,hoofd,"52.382196 4.85552,52.382143 4.855755,52.382116 4.855785,52.381496 4.855792,52.381433 4.855779,52.381406 4.855764,52.38137 4.855691,52.381333 4.85553",1711
GalileÃ¯plantsoen,hoofd,"52.353486 4.939674,52.354264 4.940972",1712
Bos en Lommerweg,hoofd,"52.37855 4.840014,52.378365 4.841172",1713
GalileÃ¯plantsoen,hoofd,"52.352419 4.93785,52.353206 4.939192",1714
Stadhouderskade,plus,"52.3613 4.884543,52.361016 4.885093",1715
Bos en Lommerweg,hoofd,"52.380645 4.854496,52.380745 4.854656",1716
Bos en Lommerweg,hoofd,"52.379476 4.852822,52.379719 4.853198",1717
Stadhouderskade,plus,"52.357917 4.892861,52.357853 4.894162,52.357639 4.897898",1718
Bos en Lommerweg,hoofd,"52.378853 4.837228,52.378579 4.838968",1719
Bos en Lommerweg,hoofd,"52.384532 4.855462,52.38508 4.855456",1720
Stadhouderskade,plus,"52.36015 4.886759,52.359838 4.887335,52.359722 4.887527,52.359559 4.88776,52.359364 4.887964",1721
Stadhouderskade,plus,"52.362863 4.879989,52.362783 4.880152,52.362637 4.880327",1722
Bos en Lommerweg,hoofd,"52.378241 4.841126,52.378073 4.842205",1723
Bos en Lommerweg,hoofd,"52.378267 4.847312,52.378308 4.847624,52.378496 4.848543,52.378534 4.84867,52.378541 4.848812,52.378642 4.849303,52.378799 4.850093,52.378839 4.850217,52.379105 4.851518,52.379157 4.851723",1724
Bos en Lommerweg,hoofd,"52.381134 4.855356,52.381333 4.85553",1725
Stadhouderskade,plus,"52.36363 4.878733,52.363568 4.878895,52.363408 4.87919,52.36305 4.879664,52.362881 4.879945,52.362863 4.879989",1726
Bos en Lommerweg,hoofd,"52.378579 4.838968,52.378426 4.839951",1727
Stadhouderskade,plus,"52.361016 4.885093,52.360569 4.885961",1728
GalileÃ¯plantsoen,hoofd,"52.354264 4.940972,52.354508 4.941396,52.354589 4.94138",1729
Bos en Lommerweg,hoofd,"52.382196 4.85552,52.382133 4.85552,52.381747 4.855584",1730
Bijlmerdreef,hoofd,"52.321672 4.970845,52.322579 4.973449",1731
Overtoom,plus,"52.362937 4.87626,52.363621 4.878586,52.36363 4.878733",1732
Bijlmerdreef,hoofd,"52.319677 4.965225,52.320315 4.967127,52.320723 4.968281,52.320778 4.968472",1733
